Unnamed: 0,fecha,tweets
1287,2020-04-02 22:50:22, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
1288,2020-04-02 22:50:19, renacova increíble 😔 💔 ecuadorenemergencia https//tco/ovrnmwtma
1289,2020-04-02 22:50:17, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
1290,2020-04-02 22:50:17, taniasandinista el dolor de narrar la realidaduna triste realidadecuadorenemergencia covidー plomo https//tco/itrff…
1291,2020-04-02 22:50:13, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1292,2020-04-02 22:50:09, drexlerjorge fuerza guayaquil ayudemos a ecuadorecuadorsos guayaquilsos ecuadorenemergencia
1293,2020-04-02 22:50:05, mjriverobisso yodigobastaclaro basta de abusos cortes cobros la empatía es ahora dejen de abusar en momentos de crisisottoson…
1294,2020-04-02 22:50:00, jayclandestino rubenloor soyfdelrincon no le alcanzó el cheque de rueditas a este asqueroso de fernandito golpea mujeres diciend…
1295,2020-04-02 22:49:58, morlacasis lo que suscede en guayaquil es algo espeluznante y de terror hay muchos muertos el gobierno no dice nada y miente para tapa…
1296,2020-04-02 22:49:45, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1297,2020-04-02 22:49:44, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
1298,2020-04-02 22:49:43,ecuadorenemergencia no caer en paranoia ese miedo que nos asola y que venimos arrastrando desde que eramos caverna… https//tco/bwhpdz
1299,2020-04-02 22:49:34, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1300,2020-04-02 22:49:28,triste lo que vive mí país que dolor tanta indolencia y falta de acción oportuna de las autoridades… https//tco/wcxmiw
1301,2020-04-02 22:49:26, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1302,2020-04-02 22:49:25, paobalkzar lastimosamente la gente se desespera por adquirir víveres y medicamentos ya que las tiendas de barrios estan cerradas y la…
1303,2020-04-02 22:49:24, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1304,2020-04-02 22:49:21, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1305,2020-04-02 22:49:20,bien dicho soyfdelrincon cnneeel presidente de ecuador lenin anda en mutissosecuador ecuadorsos covid… https//tco/dzrwho
1306,2020-04-02 22:49:15, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1307,2020-04-02 22:49:15, bytati el pueblo ecuatoriano está sufriendo hospitales desbordados no hay pruebas ni medicinas queman cadáveres en descampados ¿y…
1308,2020-04-02 22:49:01,guayaquil la ciudad con más contagiados que países enteros vea cómo  políticos de ecuador improvisaron con la s… https//tco/suztcqugoo
1309,2020-04-02 22:48:56, paubtsot tahigue tambien ha contratado a los gallinazos para que vuelen por los hospitales actores para que se hagan pasar por mu…
1310,2020-04-02 22:48:50, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1311,2020-04-02 22:48:47,una pena lorohomero municipioquito policiaecuador que se les este yendo de las manos la gente hace caso omiso d… https//tco/qaldnmxxe
1312,2020-04-02 22:48:44, godinecuador a partir de ahora sólo publicaré un tweet diario a quienes estén atentos les será revelada la verdad para salir de est…
1313,2020-04-02 22:48:43, veronicaariasf en medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en loja recibieron el alta…
1314,2020-04-02 22:48:38, lissjoha villamar pida que también le den de baja a cnn  😂 fabovillamar lenin sosguayaquil sosecuador ecuadorenemergencia
1315,2020-04-02 22:48:38, christinavega cualquier parecido con la realidad es pura coincidencia 🙄 iess ecuadorenemergencia ecuadorsos codvid covidec…
1316,2020-04-02 22:48:37, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1317,2020-04-02 22:48:22,tahigue tambien ha contratado a los gallinazos para que vuelen por los hospitales actores para que se hagan pas… https//tco/rdhhlaurw
1318,2020-04-02 22:48:20, veroguevarav me parece inconcebible que la bancada oficialista pretenda cubrir a paulgranda iessec basta el pueblo ya no quiere as…
1319,2020-04-02 22:48:14, ecuadorvideo 𝗣𝗹𝗮𝘆 &amp; 𝗥𝗧 ▶️ así están los médicos del ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar…
1320,2020-04-02 22:48:13, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1321,2020-04-02 22:48:10, jayclandestino rubenloor soyfdelrincon no le alcanzó el cheque de rueditas a este asqueroso de fernandito golpea mujeres diciend…
1322,2020-04-02 22:48:06, rotisa no son noticias falsas es real esta mujer arrogante y déspota mariapaularomo es quien crea pánico en mi país ecuadorenem…
1323,2020-04-02 22:48:02, aldovillalva casos de coronavirus en latinoamérica ecuadorenemergencia sosecuador covidec https//tco/syytleju
1324,2020-04-02 22:48:01,hay que pararlos no dejen entrar a esta gente sosguayaquil  ecuadorenemergencia  sosecuador  covidー https//tco/emubhdzes
1325,2020-04-02 22:48:00,recoja cadaveres cynthiaviteri sea lider  mande camionetas del municipio como hizo en el aeropuertobernal calle… https//tco/jwbvbmdhe
1326,2020-04-02 22:47:57,la verdad sobre mi tierra ecuadorenemergencia https//tco/zygjkewum
1327,2020-04-02 22:47:55,covid- noticias actualizadas con video de cnn que muestra la situación en ecuador siga rsafllics… https//tco/uclfqqkts
1328,2020-04-02 22:47:50, indionica urgente circula en redes comunicado del presidente del ecuador anunciando su renuncia como presidente aún por confirmar…
1329,2020-04-02 22:47:46, marcelaholguin miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  cataandramuno ind…
1330,2020-04-02 22:47:43, chinocarrasco guayaquil  amigo y compañero de canal uno paúl tobar te nos adelantaste a los brazos de dios mi pana esto es un has…
1331,2020-04-02 22:47:36, veronicaariasf en medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en loja recibieron el alta…
1332,2020-04-02 22:47:28, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
1333,2020-04-02 22:47:26,andressalas en  años el gobiernodetodos ha destrozado al país con el pretexto de transparentar las cifras y… https//tco/lxovfpfhp
1334,2020-04-02 22:47:24,da tristeza ver a mi país asíno entiendo porque algunas personas no toman la medidas necesarias hay muchas fam… https//tco/mrykkoz
1335,2020-04-02 22:47:20, chinogomez saldremos adelante fuerza guayaquil fe disciplina respetososguayaquil ecuadorenemergencia ecuadorsos quedateen…
1336,2020-04-02 22:47:19, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1337,2020-04-02 22:47:13, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1338,2020-04-02 22:47:08, tecnovare el coronavirus está dejando guayaquil en emergencia total con un estado totalmente ausente guayaquilsos ecuadorenemerge…
1339,2020-04-02 22:47:07, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
1340,2020-04-02 22:46:58, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
1341,2020-04-02 22:46:53, ushm ¡en ecuador tiran los muertos a las calles ¿el gobierno ecuatoriano oculta cifras reales de fallecidos ¿colapso total del sist…
1342,2020-04-02 22:46:40, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
1343,2020-04-02 22:46:26, vicever más allá de su condición de traidor al pueblo que votó un programa de izquierdas leninmoreno ha demostrado ser un co…
1344,2020-04-02 22:46:20, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
1345,2020-04-02 22:46:17, nahumpsuv ¡negativo¡ al covid gracias al gobierno revolucionario y nuestros países aliados rusia y china tenemos los insumos para…
1346,2020-04-02 22:46:03,cuanta indolencia entreguen el cuerpo de washington ismael valle pluas+ está en el hospital del guasmo va a tener… https//tco/doqfrqxrp
1347,2020-04-02 22:45:55, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1348,2020-04-02 22:45:49, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1349,2020-04-02 22:45:45, baironvallep min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos no hay que polemizar y qué c…
1350,2020-04-02 22:45:42, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1351,2020-04-02 22:45:39,en la cadena de televisión de hoy a lenin moreno lenin  solo le faltó decir que el covid  es nuestro amigo… https//tco/dmwmkeehs
1352,2020-04-02 22:45:37, taniasandinista el dolor de narrar la realidaduna triste realidadecuadorenemergencia covidー plomo https//tco/itrff…
1353,2020-04-02 22:45:30, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1354,2020-04-02 22:45:23, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1355,2020-04-02 22:45:20, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1356,2020-04-02 22:45:16, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1357,2020-04-02 22:45:16,admiro las entrevistas con confrontación e imparciales de carlosverareal pero en ocasiones de pasa de hpta compart… https//tco/rqenicuzzs
1358,2020-04-02 22:45:07, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1359,2020-04-02 22:45:04, lcraca lenin sos un hijo de puta ecuadorsos ecinformado ecuadorenemergencia mashirafael este tipejo es un inmoral https//tc…
1360,2020-04-02 22:45:03, cedocut estamos en emergencia con un decreto de estado de excepciÓn por lo cual rechazamos los acuerdos ministeriales  y  porq…
1361,2020-04-02 22:44:56, ecuadorvideo el personal de enfermería son personas que también tiene familia está expuestas a enfermar tiene dificultades para llegar…
1362,2020-04-02 22:44:56, taniasandinista la situación en guayaquilenemergencia indigna a cualquiera aún cuando hayan personas q digan q al publicar lo sucedi…
1363,2020-04-02 22:44:50,una situación muy dura están viviendo en ecuador debemos ayudarnos todos tanto en colombia y en lo posible a ello… https//tco/wtjzzxrbc
1364,2020-04-02 22:44:48, cattuvela 💢 las únicas mascarillas que valen son las n o quirúrgicas guayaquil si usan de tela se están exponiendo  esta informa…
1365,2020-04-02 22:44:44, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1366,2020-04-02 22:44:42, ecuadorvideo el personal de enfermería son personas que también tiene familia está expuestas a enfermar tiene dificultades para llegar…
1367,2020-04-02 22:44:39, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1368,2020-04-02 22:44:26, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1369,2020-04-02 22:44:25, taniasandinista el dolor de narrar la realidaduna triste realidadecuadorenemergencia covidー plomo https//tco/itrff…
1370,2020-04-02 22:44:22, sebastcevallos quieres saber quienes son los responsables de la crisis que vivimos lenin ottosonnenh richardma mariapaularomo s…
1371,2020-04-02 22:44:19,cesarperezvivas se asustan q el compatriota dcabellor les dice q serán tratados como traidores a la patria lame b… https//tco/rsnreway
1372,2020-04-02 22:43:53, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
1373,2020-04-02 22:43:53, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1374,2020-04-02 22:43:45,en guayaquil las están vendiendo 😤 sosguayaquil  ecuadorenemergencia  ecuadorsos https//tco/hkfmqwnv
1375,2020-04-02 22:43:45, foquitaplayera miren ecuador en brasil la gente se está organizando para educarse sobre las medidas que deben tomar frente al covi…
1376,2020-04-02 22:43:36, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1377,2020-04-02 22:43:34,esto fue el  de marzo en  durán  quedateencasa ecuadorsos  ecuadorenemergencia covidec https//tco/hossiqmti
1378,2020-04-02 22:43:30,las enfermeras sin médicos ni insumos están en primera línea dando una heroica batalla contra el coronavirus… https//tco/nekdyjed
1379,2020-04-02 22:43:27, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1380,2020-04-02 22:43:23, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1381,2020-04-02 22:43:18,mascarillassolidarias mascarilla mascarillasinservibles covidpandemic  ecuadorenemergencia no compren we… https//tco/mysvejzrvz
1382,2020-04-02 22:43:16, marcelaholguin miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  cataandramuno ind…
1383,2020-04-02 22:43:12, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1384,2020-04-02 22:43:11, jackyverdezoto ecuadorplay cynthiaviteri mariapaularomo esta señora ya está entrando en locuradéjese de tonteras y si aplica la…
1385,2020-04-02 22:43:04, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1386,2020-04-02 22:43:01, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1387,2020-04-02 22:42:50,cualquier parecido con la realidad es pura coincidencia 🙄 iess ecuadorenemergencia ecuadorsos codvid… https//tco/cyulhntz
1388,2020-04-02 22:42:49, pdanilo gracias el cantonmilagro se lo agradece estimada isabelnoboap azucarvaldez consorcionobis por haber hecho eco del clamo…
1389,2020-04-02 22:42:44, gersonimc guayaquil noticia mundial en ciudades cercanas creyentes asustados forman cadenas de oraciones en las callessosguayaqu…
1390,2020-04-02 22:42:43, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1391,2020-04-02 22:42:36,ecuadorvideo que dolor de ese hijo dios mio ayudanos xq estamos sin armas contra esto ecuadorenemergencia
1392,2020-04-02 22:42:30,miren ecuador en brasil la gente se está organizando para educarse sobre las medidas que deben tomar frente al… https//tco/olkvthe
1393,2020-04-02 22:42:26, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
1394,2020-04-02 22:42:13, taniasandinista la situación en guayaquilenemergencia indigna a cualquiera aún cuando hayan personas q digan q al publicar lo sucedi…
1395,2020-04-02 22:42:06, viviguevarav culpará y denunciará al presidente de el salvador👇https//tco/guyttfbt👇https//tco/kvkoid👇ecuadorenemerg…
1396,2020-04-02 22:42:06, lcraca lenin sos un hijo de puta ecuadorsos ecinformado ecuadorenemergencia mashirafael este tipejo es un inmoral https//tc…
1397,2020-04-02 22:42:01, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1398,2020-04-02 22:41:59, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1399,2020-04-02 22:41:52, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1400,2020-04-02 22:41:36, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1401,2020-04-02 22:41:31, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1402,2020-04-02 22:41:27, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
1403,2020-04-02 22:41:23,esto fue hoy en durán fallecido por covid quedateencasa ecuadorsos  ecuadorenemergencia guayas https//tco/sfwnggzfw
1404,2020-04-02 22:41:12, sandycuesta ecuadorplay estamos mal con ese gobierno no hace nada  sosguayaquil  ecuadorenemergencia  ecuadorsos  covidec
1405,2020-04-02 22:41:06, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1406,2020-04-02 22:41:02, carolltejada no me había percatado de esta situación ecuadorenemergencia  inhumana y desalentadora situación la barbarie del capital…
1407,2020-04-02 22:41:01, veroguevarav me parece inconcebible que la bancada oficialista pretenda cubrir a paulgranda iessec basta el pueblo ya no quiere as…
1408,2020-04-02 22:40:49, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
1409,2020-04-02 22:40:48, taniasandinista el dolor de narrar la realidaduna triste realidadecuadorenemergencia covidー plomo https//tco/itrff…
1410,2020-04-02 22:40:47, flaquitabombom emiliodelgadoor chinatodecarlos se han puesto de acuerdo para no dar datos c madrid no da informaciónecuadorene…
1411,2020-04-02 22:40:36,importante saberlo quedateencasa quedateentucasa colombia colombiaunida covidchile chile… https//tco/eyupqjtxt
1412,2020-04-02 22:40:31, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
1413,2020-04-02 22:40:29, consuemary alguien sabe si existe algo parecido para los profesionales de la comunicación social digo algo así como juro informar…
1414,2020-04-02 22:40:29, sordestruccion noticia sobre covid y tú😔un meme y tú 😂declaraciones del presidente y tú🤬ecuadorenemergencia y tú😭otro meme…
1415,2020-04-02 22:40:23, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1416,2020-04-02 22:40:22, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1417,2020-04-02 22:40:20, paolucci en realidad es muy triste lo que sucede en guayaquil ecuadorenemergencia los mismos policías abandonan los fallecidos por…
1418,2020-04-02 22:40:04, bytati el pueblo ecuatoriano está sufriendo hospitales desbordados no hay pruebas ni medicinas queman cadáveres en descampados ¿y…
1419,2020-04-02 22:40:01, taniasandinista la situación en guayaquilenemergencia indigna a cualquiera aún cuando hayan personas q digan q al publicar lo sucedi…
1420,2020-04-02 22:39:56, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1421,2020-04-02 22:39:55, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1422,2020-04-02 22:39:45, gonzalezbready ⛔colapso total❌ ecuador necesita ayuda internacionaldale guayaquil  ecuador covidー quedateencasa elpeorgo…
1423,2020-04-02 22:39:44, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1424,2020-04-02 22:39:42, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1425,2020-04-02 22:39:37, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1426,2020-04-02 22:39:37,noticia sobre covid y tú😔un meme y tú 😂declaraciones del presidente y tú🤬ecuadorenemergencia y tú😭otro m… https//tco/ghcdv
1427,2020-04-02 22:39:33, andresdelgadoec ya salió la gaceta epidemiológica actualizada se ve mejor los datos ahora que han procesado varias muestras represada…
1428,2020-04-02 22:39:28, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1429,2020-04-02 22:39:19, lcraca lenin sos un hijo de puta ecuadorsos ecinformado ecuadorenemergencia mashirafael este tipejo es un inmoral
1430,2020-04-02 22:39:16, mijamart ✳️♦️ ecuadorenemergencia ♦️✳️a ver si capto leninmoreno dado q es el presidente de ecuador se pide a sí mismo transpa…
1431,2020-04-02 22:39:12, velybutera situación muy triste de este chico al ver que a su madre no le dan la atención que requiere por su estado en emergencia co…
1432,2020-04-02 22:39:12, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1433,2020-04-02 22:39:12,ecuadorplay estamos mal con ese gobierno no hace nada  sosguayaquil  ecuadorenemergencia  ecuadorsos  covidec
1434,2020-04-02 22:39:09, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
1435,2020-04-02 22:39:09,ore pelo ecuador 🙏🏻😭 ecuadorenemergencia
1436,2020-04-02 22:39:02, alexadebarragan esta gente nunca estuvo a la altura sosguayaquil ecuadorenemergencia y lo peor esta por venirhttps//tco/rxewp…
1437,2020-04-02 22:38:56, drexlerjorge fuerza guayaquil ayudemos a ecuadorecuadorsos guayaquilsos ecuadorenemergencia
1438,2020-04-02 22:38:52, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1439,2020-04-02 22:38:52,en ecuadorenemergencia nos falta mucha empatía exigen datos reales cifras y comparten información y toda esa… https//tco/ahvjrnpls
1440,2020-04-02 22:38:51, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1441,2020-04-02 22:38:41, velybutera situación muy triste de este chico al ver que a su madre no le dan la atención que requiere por su estado en emergencia co…
1442,2020-04-02 22:38:40, nubedeiiuvia más troleo desde cuentas oficiales porque si no lo hacen se les cae el telegobierno pregunta twitterlatamtwitterse…
1443,2020-04-02 22:38:39, rolandotelesur pdte lenin recula ante presión por transparentar gravedad de crisis covidー ¨hay que decir la verdad¨ ¨cientos de v…
1444,2020-04-02 22:38:37, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
1445,2020-04-02 22:38:35, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1446,2020-04-02 22:38:32, johannavalle ecuadorenemergencia no hay protocolos desde los hospitales salen los nombres de los cadáveres cambiados unos no los…
1447,2020-04-02 22:38:28, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1448,2020-04-02 22:38:27, consuemary el presidente lenin  ordenó a los funcionarios del gobierno de lenin ser transparentes ahora falta que le hagan caso 🤔…
1449,2020-04-02 22:38:25, kellyglc así está nuestro querido ecuador actualmente 😢💔 ecuadorenemergencia sosecuador sosguayaquil https//tco/dkufliwcll
1450,2020-04-02 22:38:25, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1451,2020-04-02 22:38:14, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1452,2020-04-02 22:38:12, bytati el pueblo ecuatoriano está sufriendo hospitales desbordados no hay pruebas ni medicinas queman cadáveres en descampados ¿y…
1453,2020-04-02 22:38:12, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
1454,2020-04-02 22:38:09, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1455,2020-04-02 22:38:07, paolucci en realidad es muy triste lo que sucede en guayaquil ecuadorenemergencia los mismos policías abandonan los fallecidos por…
1456,2020-04-02 22:38:05, saladeprensafsa 🇦🇷argentina quedate en casa 🙏🙏🙏tristeza total en ecuador por falta de asistencia por el coronavirus el sistema de…
1457,2020-04-02 22:38:05, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
1458,2020-04-02 22:38:01, blakedankworth ¿ahora sí se van a quedar en casa y poner de su parte ecuadorenemergencia
1459,2020-04-02 22:37:42, renacova increíble 😔 💔 ecuadorenemergencia https//tco/ovrnmwtma
1460,2020-04-02 22:37:41, bytati desgarrador testimonio de un ciudadano guayaquileño “mi cuñado se está muriendo () las medicinas que dijeron habían lleg…
1461,2020-04-02 22:37:40, ecuadorvideo 𝗣𝗹𝗮𝘆 &amp; 𝗥𝗧 ▶️ así están los médicos del ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar…
1462,2020-04-02 22:37:33, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
1463,2020-04-02 22:37:28, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
1464,2020-04-02 22:37:27, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
1465,2020-04-02 22:37:22, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
1466,2020-04-02 22:37:22, viviguevarav culpará y denunciará al presidente de el salvador👇https//tco/guyttfbt👇https//tco/kvkoid👇ecuadorenemerg…
1467,2020-04-02 22:37:20, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1468,2020-04-02 22:37:14, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1469,2020-04-02 22:37:14, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1470,2020-04-02 22:37:06, kguijarro sosguayaquil ecuadorenemergenciacubaporlasaludpongan atención con responsabilidad a guayaquil no sean inhumanos https…
1471,2020-04-02 22:37:06, bytati el pueblo ecuatoriano está sufriendo hospitales desbordados no hay pruebas ni medicinas queman cadáveres en descampados ¿y…
1472,2020-04-02 22:37:04,día señor tu te has revelado desde antiguo y te sigues revelando a cada hombre en momentos precisos de la vida… https//tco/uohjtkyzc
1473,2020-04-02 22:37:03, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1474,2020-04-02 22:37:02, bytati los focos están sobre ecuador por el mal manejo de la crisis sanitaria de su gobierno no son fake news no es un complot en…
1475,2020-04-02 22:36:59, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1476,2020-04-02 22:36:58, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
1477,2020-04-02 22:36:54, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
1478,2020-04-02 22:36:52, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
1479,2020-04-02 22:36:41, ecuadorvideo guayaquil y sus moradores en la ciudadela  y la f proceden por su cuenta poner el cal al fallecido cuerpo de  días por…
1480,2020-04-02 22:36:40,que patéticos deben ser para tener que cerrar el chat mientras todos los insultaban y más chistoso ni empezaban y… https//tco/ilpgjl
1481,2020-04-02 22:36:37, viviguevarav culpará y denunciará al presidente de el salvador👇https//tco/guyttfbt👇https//tco/kvkoid👇ecuadorenemerg…
1482,2020-04-02 22:36:36,¿ahora sí se van a quedar en casa y poner de su parte ecuadorenemergencia
1483,2020-04-02 22:36:33, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
1484,2020-04-02 22:36:33, taniasandinista la situación en guayaquilenemergencia indigna a cualquiera aún cuando hayan personas q digan q al publicar lo sucedi…
1485,2020-04-02 22:36:32, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
1486,2020-04-02 22:36:29, lcraca lenin sos un hijo de puta ecuadorsos ecinformado ecuadorenemergencia mashirafael este tipejo es un inmoral https//tc…
1487,2020-04-02 22:36:25, tpuj 🔥 ecuadorenemergencia 🔥 el dictador lenín moreno expone al personal de salud y sus familias por no garantizarles los equipos…
1488,2020-04-02 22:36:21, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
