indice,fecha,tweets
1588,4/2/20 22:28,edufeiok JonatanViale que opinan del gobierno liberal en Ecuador ahora  CoronavirusEcuador EcuadorEnEmergencia
1589,4/2/20 22:28, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1590,4/2/20 22:28, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1591,4/2/20 22:28, TPUJ CoronavirusEcuador El dictador Lenín Moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu
1592,4/2/20 22:28, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1593,4/2/20 22:28, lcraca Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral 
1594,4/2/20 22:28, ViviGuevaraV Culpará y denunciará al Presidente de El Salvador
1595,4/2/20 22:28, amapolanaranjo Presenté AMICUS CURIAE a CorteConstEcu a EVIDENTE  INCUMPLIMIENTO de GobSIN recursos a Sis de Salud Prefirieron p
1596,4/2/20 22:28, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1597,4/2/20 22:28,Poca empatía mal manejo de crisis indignación total EcuadorEnEmergencia COVIDec  Aprovechando el momento tan 
1598,4/2/20 22:28, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1599,4/2/20 22:28, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1600,4/2/20 22:28, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1601,4/2/20 22:28, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1602,4/2/20 22:28,Que quiere decir escenario social emergente Chile COVIDchile ComisariaVirtual IngresoMinimo SOSGuayaquil 
1603,4/2/20 22:27, lcraca Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral 
1604,4/2/20 22:27, Velybutera Situación muy triste de este chico al ver que a su madre no le dan la atención que requiere por su estado en emergencia co
1605,4/2/20 22:27, BaironValleP Min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos No hay que polemizar y qué c
1606,4/2/20 22:26, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1607,4/2/20 22:26, lcraca Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral
1608,4/2/20 22:26, ecuadorenvivo EcuadorEnEmergencia Este  de abril  conductores fueron sancionados en Quito 
1609,4/2/20 22:26, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1610,4/2/20 22:26, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1611,4/2/20 22:26, lvarobarrantes EcuadorEnEmergencia esto es muy muy muy heavy
1612,4/2/20 22:26, lcraca Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral
1613,4/2/20 22:26, yosuerv Tristes y desgarradores testimonios ocurren en EcuadorEnEmergencia Urgen los pronunciamientos y medidas cautelares de los o
1614,4/2/20 22:26, grantercio ACTUALIZACIÓN del -- / pmEEUU supera los mil y  de mil muertesALEMANIA supera a China con  de mil
1615,4/2/20 22:26, lcraca Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral
1616,4/2/20 22:25, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1617,4/2/20 22:25, Velybutera Situación muy triste de este chico al ver que a su madre no le dan la atención que requiere por su estado en emergencia co
1618,4/2/20 22:25, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1619,4/2/20 22:25, LuisCastroTV Seguimos denunciando la terrible situación en EcuadorEnEmergencia sobretodo en GuayaquilSOS  infectados con Coron
1620,4/2/20 22:25, consuemary Alguien sabe si existe algo parecido para los profesionales de la comunicación social Digo algo así como juro informar
1621,4/2/20 22:25,vergüenza nacional mariapaularomo cada GAD debe activar sus protocolos de saludwambraEc ecuainmoficial 
1622,4/2/20 22:25,Animo hermanos ecuatorianos EcuadorEcuadorEnEmergenciaPor favor si no tienes a que salir no salgas 
1623,4/2/20 22:25, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1624,4/2/20 22:25, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1625,4/2/20 22:25, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1626,4/2/20 22:25, EcuadorVideo El personal de enfermería son personas que también tiene familia está expuestas a enfermar tiene dificultades para llegar
1627,4/2/20 22:25, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1628,4/2/20 22:25, DanielLoyaT Hay que empezar a replantear nuestras prioridades EcuadorEnEmergencia COVIDEc QuedateEnCasa 
1629,4/2/20 22:24, DanielLoyaT Hay que empezar a replantear nuestras prioridades EcuadorEnEmergencia COVIDEc QuedateEnCasa 
1630,4/2/20 22:24, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1631,4/2/20 22:24, irabeseguias TarekWiliamSaab UN MILLÓN DE VECES SATRAPA LENIN MORENOEcuador NO TE MERECE ERES UN ADEFESIO UN CRIMINAL DUELE DEMAS
1632,4/2/20 22:24, gersonimc Guayaquil noticia mundial En ciudades cercanas creyentes asustados forman cadenas de oraciones en las callesSOSGuayaqu
1633,4/2/20 22:24,Definitivamente el liderazgo se demuestra con enfoque con firmeza con humildad entrega y conocimiento mis resp 
1634,4/2/20 22:24, TPUJ  EcuadorEnEmergencia  El dictador Lenín Moreno expone al personal de salud y sus familias por no garantizarles los equipos
1635,4/2/20 22:24, MorlaCasis Lenin De estas noticias falsas hablan Mentirosos Hipócritas nadie les cree nada se han ganado el odio y repudio de todo
1636,4/2/20 22:24, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1637,4/2/20 22:24, CarmenN EcuadorEnEmergencia De verdad que duelePersonas muriendo en la calle a consecuencia del COVID Qué penaNada m
1638,4/2/20 22:24, Vicever Más allá de su condición de traidor al pueblo que votó un programa de Izquierdas LeninMoreno ha demostrado ser un co
1639,4/2/20 22:24, bytati Los focos están sobre Ecuador por el mal manejo de la crisis sanitaria de SU GOBIERNO No son fake news No es un complot en
1640,4/2/20 22:24, CarmenN EcuadorEnEmergencia De verdad que duelePersonas muriendo en la calle a consecuencia del COVID Qué penaNada m
1641,4/2/20 22:23, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1642,4/2/20 22:23, ElHierr Ayuden a Guayaquil/EcuadorMás  muertes mienten y muchoGuayaquilSOS Guayaquil EcuadorEnEmergencia Ecuador China c
1643,4/2/20 22:23, FerBetancourt Si aún no están convencidos de quedarse en casa busquen Ecuador y vean los videos que aparecen Desolador lo que est
1644,4/2/20 22:23, rolandoteleSUR Pdte Lenin recula ante presión por transparentar gravedad de crisis COVIDー Hay que decir la verdad cientos de v
1645,4/2/20 22:23, steevenmaciastv Siguen cerrando las tiendas  Qué pasa en el norte de Guayaquil Los dueños se han ido a sus lugares de origenLe
1646,4/2/20 22:23, FlakissGuevara Cuando todo esto termine lo primero que haré es ir por tí bebé Encebollado EcuadorEnEmergencia SOSEcuador Ecuado
1647,4/2/20 22:23, lduranaguilar Esto es terrible y indignanteLenín Moreno confirma que no nos están diciendo la verdadEsto es muy grave estan juga
1648,4/2/20 22:23, bytati Desgarrador testimonio de un ciudadano guayaquileño Mi cuñado se está muriendo  Las medicinas que dijeron habían lleg
1649,4/2/20 22:23, KGuijarro SOSGuayaquil EcuadorEnEmergenciaCubaPorLaSaludPongan atención con responsabilidad a Guayaquil no sean inhumanos https
1650,4/2/20 22:23, CulturaVialEC En Guayaquil la desobediencia civil a la orden del día y siguen luchando por mantenerse en los primeros lugares de cont
1651,4/2/20 22:23, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1652,4/2/20 22:23,Lenin Sos un Hijo de Puta EcuadorSOS ecinformado EcuadorEnEmergencia MashiRafael este tipejo es un inmoral 
1653,4/2/20 22:23, taniasandinista La situación en GuayaquilEnEmergencia indigna a cualquiera Aún cuando hayan personas q digan q al publicar lo sucedi
1654,4/2/20 22:22, ViviGuevaraV Culpará y denunciará al Presidente de El Salvador
1655,4/2/20 22:22, ViviGuevaraV Culpará y denunciará al Presidente de El Salvador
1656,4/2/20 22:22, veronicaariasf Lawfare le llaman y no se detiene ni con esta pandemia mundial EcuadorEnEmergencia
1657,4/2/20 22:22,AnderssonBoscan Debo ser honesto jamás me cayó el estilo de periodismo que hace AnderssonBoscan Pero su opinión 
1658,4/2/20 22:22, nubedeIIuvia Más troleo desde cuentas oficiales porque si no lo hacen se les cae el telegobierno Pregunta TwitterLatAmTwitterSe
1659,4/2/20 22:22, EcuadorVideo 𝗣𝗹𝗮𝘆 amp 𝗥𝗧  Así están los médicos del Ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar
1660,4/2/20 22:22, BaironValleP Min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos No hay que polemizar y qué c
1661,4/2/20 22:22, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1662,4/2/20 22:22, saladeprensafsa ARGENTINA QUEDATE EN CASA TRISTEZA TOTAL En Ecuador Por falta de asistencia por el Coronavirus El sistema de
1663,4/2/20 22:22, Jmmarlus Actualidad juliaalvarey Un sin gobierno EcuadorEnEmergencia 
1664,4/2/20 22:21, miguelanjito El mejor activo q tiene nuestro país es su gente funcionarios he visto en IESSec a AbrahamBedran  CARGANDO CAJAS LL
1665,4/2/20 22:21, EcuadorVideo Se siguen encontrando cuerpos de personas fallecidas tirados en veredas y calles esta vez cerca del parque centenario
1666,4/2/20 22:21, IndirectasArgxx Las autoridades no están recogiendo los cadáveres en Guayaquil Ecuador los familiares comenzaron a quemar los cuerpo
1667,4/2/20 22:21, lulyalban Que desgracia  QueSeVayanTodos EcuadorEnEmergencia
1668,4/2/20 22:21, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1669,4/2/20 22:21, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1670,4/2/20 22:21, lduranaguilar Esto es terrible y indignanteLenín Moreno confirma que no nos están diciendo la verdadEsto es muy grave estan juga
1671,4/2/20 22:21, nespinosaa Colombia cooperación con los que saben SouthKorea coronavirus COVID EcuadorEnEmergencia GuayaquilSOS 
1672,4/2/20 22:21, JJDiazMachuca Todos los sistemas de salud se han colapsado los de primer mundo y lamentablemente los del tercer mundo también Nuest
1673,4/2/20 22:21, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1674,4/2/20 22:21,Crisis en Ecuador 
1675,4/2/20 22:21, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1676,4/2/20 22:20, marcelaholguin Miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  CataAndramuno Ind
1677,4/2/20 22:20,Seguimos denunciando la terrible situación en EcuadorEnEmergencia sobretodo en GuayaquilSOS  infectados con 
1678,4/2/20 22:20, EconAndreaV LENIN MORENOSOS UNA RATA EN SILLA DE RUEDASEcuadorSeMuereSOSEcuador EcuadorEnEme
1679,4/2/20 22:20, CarmenN EcuadorEnEmergencia De verdad que duelePersonas muriendo en la calle a consecuencia del COVID Qué penaNada m
1680,4/2/20 22:20, taniasandinista Mensaje del compañero MashiRafael al pueblo ecuatoriano ante la crisis causado por la pandemia del COVIDーE
1681,4/2/20 22:20, mijamart  EcuadorEnEmergencia A ver si capto LeninMoreno dado q es el presidente de ECUADOR se pide a sí mismo transpa
1682,4/2/20 22:20, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1683,4/2/20 22:20, CulturaVialEC En Guayaquil la desobediencia civil a la orden del día y siguen luchando por mantenerse en los primeros lugares de cont
1684,4/2/20 22:20,EcuadorEnEmergencia De verdad que duelePersonas muriendo en la calle a consecuencia del COVID Qué penaNad 
1685,4/2/20 22:20, Zjbb   por favor  EcuadorEnEmergencia SOSGuayaquil
1686,4/2/20 22:20, LEXKANDER EcuadorEnEmergencia que pena que el mundo nos vea así  
1687,4/2/20 22:20,Lenin ottosonnenh hasta cuándo esto va a dejar de ser FakeNews para ustedes Mientras para la ciudadanía es un t 
1688,4/2/20 22:20, BaironValleP Min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos No hay que polemizar y qué c
1689,4/2/20 22:20, TPUJ CoronavirusEcuador El dictador Lenín Moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu
1690,4/2/20 22:20,Solo queda la fe en Dios  EcuadorEnEmergencia SOSGuayaquil COVIDEc 
1691,4/2/20 22:20, IndirectasArgxx Las autoridades no están recogiendo los cadáveres en Guayaquil Ecuador los familiares comenzaron a quemar los cuerpo
1692,4/2/20 22:19, LaPolitaec En octubre no nos dejaron derrocar este gobierno indolente ahora nos dan la razón cuando salimos a protestar y defender
1693,4/2/20 22:19,Que desgracia  QueSeVayanTodos EcuadorEnEmergencia 
1694,4/2/20 22:19, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1695,4/2/20 22:19, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1696,4/2/20 22:19, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1697,4/2/20 22:19, marcelaholguin Miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  CataAndramuno Ind
1698,4/2/20 22:19, consuemary Alguien sabe si existe algo parecido para los profesionales de la comunicación social Digo algo así como juro informar
1699,4/2/20 22:19, EcuadorVideo 𝗣𝗹𝗮𝘆 amp 𝗥𝗧  Así están los médicos del Ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar
1700,4/2/20 22:19, drexlerjorge Fuerza Guayaquil Ayudemos a EcuadorEcuadorSOS GuayaquilSOS EcuadorEnEmergencia
1701,4/2/20 22:19, taniasandinista El dolor de narrar la realidadUna triste realidadEcuadorEnEmergencia COVIDー PLOMO 
1702,4/2/20 22:19, FlakissGuevara Cuando todo esto termine lo primero que haré es ir por tí bebé Encebollado EcuadorEnEmergencia SOSEcuador Ecuado
1703,4/2/20 22:19, GabrielAdrianQd Periodista soyfdelrincon de CNN cuestiona las medidas ineficientes del Estado No quiere intermediarios pide la pre
1704,4/2/20 22:18, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1705,4/2/20 22:18, TPUJ CoronavirusEcuador El dictador Lenín Moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu
1706,4/2/20 22:18, marcelaholguin Miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  CataAndramuno Ind
1707,4/2/20 22:18, LEXKANDER EcuadorEnEmergencia que pena que el mundo nos vea así  
1708,4/2/20 22:18, MarkMuoz bbcmundo El sistema de salud aquí en Ecuador colapsó hace rato necesitamos ayuda urgente los muertos están en las casas y
1709,4/2/20 22:18, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1710,4/2/20 22:18, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1711,4/2/20 22:18, EcuadorVideo Se siguen encontrando cuerpos de personas fallecidas tirados en veredas y calles esta vez cerca del parque centenario
1712,4/2/20 22:18, BaironValleP Min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos No hay que polemizar y qué c
1713,4/2/20 22:18, BaironValleP Total indolencia con los médicos y enfermeras del IESSec No son atendidos Contagiados con el COVID se ven obligados
1714,4/2/20 22:18, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1715,4/2/20 22:17, indionica A qué hora nombrarán un presidente encargado en el Ecuador su actual presidente está dejando morir a sus ciudadanos
1716,4/2/20 22:17, taniasandinista Mensaje del compañero MashiRafael al pueblo ecuatoriano ante la crisis causado por la pandemia del COVIDーE
1717,4/2/20 22:17, EcuadorVideo Esta es la realidad que se vive a diario en los hospitales no hay camas ni oxígeno para los pacientes que llegan enfermo
1718,4/2/20 22:17, EcuadorVideo Continúan muriendo en los domicilios los enfermos de coronavirus por falta de atención médica en los hospitales Ecuador
1719,4/2/20 22:17, taniasandinista La situación en GuayaquilEnEmergencia indigna a cualquiera Aún cuando hayan personas q digan q al publicar lo sucedi
1720,4/2/20 22:17, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1721,4/2/20 22:17, consuemary Alguien sabe si existe algo parecido para los profesionales de la comunicación social Digo algo así como juro informar
1722,4/2/20 22:17, MorganaFSLN  EcuadorEnEmergencia Por fin Lenin tomó las riendas d la situación de su país y dijo q la cifra de muertospor COVID
1723,4/2/20 22:17, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1724,4/2/20 22:17, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1725,4/2/20 22:17, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1726,4/2/20 22:17, GodInEcuador A partir de ahora sólo publicaré un tweet diario A quienes estén atentos les será revelada la verdad para salir de est
1727,4/2/20 22:17,CNNEE Sin sangre en la cara Lenin  y ElPeorGobiernoDeLaHistoria EcuadorEnEmergencia  GuayaquilSOS
1728,4/2/20 22:17, Baldomerocorozo Se refiere a las cuentas INAEcuadorEnEmergencia ElPeorGobiernoDeLaHistoria ElPeorPresidenteDeLaHistoria https/
1729,4/2/20 22:16, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1730,4/2/20 22:16, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1731,4/2/20 22:16, EcuadorVideo El personal de enfermería son personas que también tiene familia está expuestas a enfermar tiene dificultades para llegar
1732,4/2/20 22:16, LEXKANDER EcuadorEnEmergencia que pena que el mundo nos vea así  
1733,4/2/20 22:16, saladeprensafsa ARGENTINA QUEDATE EN CASA TRISTEZA TOTAL En Ecuador Por falta de asistencia por el Coronavirus El sistema de
1734,4/2/20 22:16, marcelaholguin Miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  CataAndramuno Ind
1735,4/2/20 22:16,Inaceptable mariapaularomo son personas padres madres hijos hermanas exigimos que cuiden a quienes nos cuid 
1736,4/2/20 22:16, StaMariaEC Mijo ya le he dicho que no confío en ese amigo suyo Ni siquiera se pone mascarilla EcuadorEnEmergencia SOSGuayaquil S
1737,4/2/20 22:16, MaxTVonlineEC MinutoMaxTv con Stefanny Luzuriaga StefLuOl Detalle de las medidas adoptadas por el COE para control y combate del
1738,4/2/20 22:16,Las autoridades no están recogiendo los cadáveres en Guayaquil Ecuador los familiares comenzaron a quemar los cue 
1739,4/2/20 22:16, rolandoteleSUR Pdte Lenin recula ante presión por transparentar gravedad de crisis COVIDー Hay que decir la verdad cientos de v
1740,4/2/20 22:15, mercyaguirre CoronavirusEcuador EcuadorEnEmergencia La Secretaría General de Comunicación de la Presidencia informa un nuevo re
1741,4/2/20 22:15, BaironValleP Total indolencia con los médicos y enfermeras del IESSec No son atendidos Contagiados con el COVID se ven obligados
1742,4/2/20 22:15, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1743,4/2/20 22:15, GuerreroDLaVrdd MashiRafael CMonteroOficial teleSURtv bbcmundo dwespanol Actualidad CNNEELamentable q en EcuadorEnEmergenc
1744,4/2/20 22:15, drexlerjorge Fuerza Guayaquil Ayudemos a EcuadorEcuadorSOS GuayaquilSOS EcuadorEnEmergencia
1745,4/2/20 22:15,El presidente Lenin se equivoca al al suspender toda jornada laboral solo hasta el  de abril debería de convoca 
1746,4/2/20 22:15,Ecuador está viviendo lo que su maldad hizo florecer si hay personas malas son ellos Si son creyentes sabrán q 
1747,4/2/20 22:15, LEXKANDER EcuadorEnEmergencia que pena que el mundo nos vea así  
1748,4/2/20 22:15, VeroGuevarav Me parece inconcebible que la bancada oficialista pretenda cubrir a PaulGranda IESSec BASTA El pueblo ya no quiere As
1749,4/2/20 22:15, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1750,4/2/20 22:15, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1751,4/2/20 22:14, AndresDelgadoEC Ya salió la gaceta epidemiológica actualizada Se ve mejor los datos ahora que han procesado varias muestras represada
1752,4/2/20 22:14, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1753,4/2/20 22:14, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1754,4/2/20 22:14, taniasandinista La situación en GuayaquilEnEmergencia indigna a cualquiera Aún cuando hayan personas q digan q al publicar lo sucedi
1755,4/2/20 22:14, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1756,4/2/20 22:14, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1757,4/2/20 22:14, veronicaariasf En medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en Loja recibieron el alta
1758,4/2/20 22:14, drexlerjorge Fuerza Guayaquil Ayudemos a EcuadorEcuadorSOS GuayaquilSOS EcuadorEnEmergencia
1759,4/2/20 22:14, consuemary Cuentas Lenin EcuadorEnEmergencia Coronavid M son para Ecuador y no son para hacer cementerios Banco Mundial conce
1760,4/2/20 22:13, ViviGuevaraV Culpará y denunciará al Presidente de El Salvador
1761,4/2/20 22:13, renacova Increíble   EcuadorEnEmergencia 
1762,4/2/20 22:13,Actualidad juliaalvarey Un sin gobierno EcuadorEnEmergencia 
1763,4/2/20 22:13, consuemary Cuentas Lenin EcuadorEnEmergencia Coronavid M son para Ecuador y no son para hacer cementerios Banco Mundial conce
1764,4/2/20 22:13, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1765,4/2/20 22:13, marcelaholguin Miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  CataAndramuno Ind
1766,4/2/20 22:13, bytati El propio Presidente Moreno desmiente las cifras oficiales presentadas por el COE Aclara que ahora recogen  cadáveres diar
1767,4/2/20 22:13, BrownSugarNic EcuadorEnEmergencia En Guayaquil desgarradoras  escenas las más tenebrosas la propia familia incinera a los suy
1768,4/2/20 22:13, EcuadorVideo 𝗣𝗹𝗮𝘆 amp 𝗥𝗧  Así están los médicos del Ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar
1769,4/2/20 22:12, taniasandinista La situación en GuayaquilEnEmergencia indigna a cualquiera Aún cuando hayan personas q digan q al publicar lo sucedi
1770,4/2/20 22:12, BaironValleP Total indolencia con los médicos y enfermeras del IESSec No son atendidos Contagiados con el COVID se ven obligados
1771,4/2/20 22:12, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1772,4/2/20 22:12, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1773,4/2/20 22:12, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
1774,4/2/20 22:12, Rotisa No son noticias falsas ES REAL esta mujer arrogante y déspota mariapaularomo es quien crea pánico en mi país EcuadorEnEm
1775,4/2/20 22:12, TPUJ CoronavirusEcuador El dictador Lenín Moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu
1776,4/2/20 22:12,Y mira pués donde sí están ocultando la información  SOSGuayaquil EcuadorEnEmergencia SOSEcuador 
1777,4/2/20 22:12, bytati Los focos están sobre Ecuador por el mal manejo de la crisis sanitaria de SU GOBIERNO No son fake news No es un complot en
1778,4/2/20 22:12, TPUJ CoronavirusEcuador El dictador Lenín Moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu
1779,4/2/20 22:12, EconAndreaV LENIN MORENOSOS UNA RATA EN SILLA DE RUEDASEcuadorSeMuereSOSEcuador EcuadorEnEme
1780,4/2/20 22:12, ERGuerrero María Paula Romo eres de lo peor que ha dado el Ecuador Vives acusando a Correa de supuestas fake news cuando son hec
1781,4/2/20 22:12, MorlaCasis Lenin De estas noticias falsas hablan Mentirosos Hipócritas nadie les cree nada se han ganado el odio y repudio de todo
1782,4/2/20 22:12, EcuadorVideo El personal de enfermería son personas que también tiene familia está expuestas a enfermar tiene dificultades para llegar
1783,4/2/20 22:11, geologochacin Lenin  nuevos decesos en Ecuador EcuadorEnEmergencia EcuadorSOS 
1784,4/2/20 22:11, chinogomez Saldremos adelante fuerza Guayaquil fe disciplina respetoSOSGuayaquil EcuadorEnEmergencia EcuadorSOS QuedateEn
1785,4/2/20 22:11, kellyglc Serán recordados como ElPeorGobiernoDeLaHistoria destrozaron nuestro país SOSGuayaquil EcuadorEnEmergencia 
1786,4/2/20 22:11, Lorenithap Veo todos los dias a cada minuto fotos videos etc muy fuertes de mi Guayaquil pero por respeto a los difuntos no los
1787,4/2/20 22:11, ReiGomezR Lenin pide que  no nos hagamos eco de las noticias falsas que tienen clara intencionalidad política Y asegura que
1788,4/2/20 22:11, robinrobles ALEA otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo Es un foco de contag
1789,4/2/20 22:11, tecnovare El coronavirus está dejando Guayaquil en emergencia total con un estado totalmente ausente GuayaquilSOS EcuadorEnEmerge
1790,4/2/20 22:11, consuemary Cuentas Lenin EcuadorEnEmergencia Coronavid M son para Ecuador y no son para hacer cementerios Banco Mundial conce
1791,4/2/20 22:11, consuemary Cuentas Lenin EcuadorEnEmergencia Coronavid M son para Ecuador y no son para hacer cementerios Banco Mundial conce
1792,4/2/20 22:11, drexlerjorge Fuerza Guayaquil Ayudemos a EcuadorEcuadorSOS GuayaquilSOS EcuadorEnEmergencia
1793,4/2/20 22:11, bytati Viene a darnos lecciones de humanismo el Presidente que decidió pagar  millones en deuda externa en lugar de comprar kits
1794,4/2/20 22:11, enlineaok ALEA Protestas en Hospital Dr Francisco Icaza Bustamante por parte de las enfermeras por falta de atención e insumos evi
1795,4/2/20 22:11, kellyglc Serán recordados como ElPeorGobiernoDeLaHistoria destrozaron nuestro país SOSGuayaquil EcuadorEnEmergencia 
1796,4/2/20 22:10,Veo todos los dias a cada minuto fotos videos etc muy fuertes de mi Guayaquil pero por respeto a los difuntos n 
